,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
61624,2022,37.63344,-109.9775,8.27,13.76,9.65,,,,
61625,2022,37.63344,-109.9775,4.27,6.72,6.72,,,,
61626,2022,37.63344,-109.9775,8.31,7.03,7.03,,,,
61627,2022,37.63344,-109.9775,7.13,4.79,,,,,
61628,2022,37.63344,-109.9775,13.01,5.77,13.01,,,,
61629,2022,37.63344,-109.9775,9.27,12.84,7.77,,,,
61630,2022,37.63344,-109.9775,9.27,12.84,7.77,,,,
61631,2022,37.63344,-109.9775,9.27,12.84,12.84,,,,
61632,2022,37.63344,-109.9775,9.27,12.84,12.84,,,,
61633,2022,37.63344,-109.9775,7.49,8.83,7.49,,,,
61634,2022,37.63344,-109.9775,7.49,8.83,7.49,,,,
61635,2022,37.63344,-109.9775,7.49,8.83,5.39,,,,
61636,2022,37.63344,-109.9775,7.49,8.83,5.39,,,,
61637,2022,37.63344,-109.9775,2.45,8.05,,,,,
61638,2022,37.63344,-109.9775,5.91,2.69,,,,,
61639,2022,37.63344,-109.9775,18.78,6.79,3.62,,,,
61640,2022,37.63344,-109.9775,18.78,6.79,3.62,,,,
61641,2022,37.63344,-109.9775,18.78,6.79,3.62,,,,
61642,2022,37.63344,-109.9775,18.78,6.79,6.79,,,,
61643,2022,37.63344,-109.9775,18.78,6.79,6.79,,,,
61644,2022,37.63344,-109.9775,18.78,6.79,6.79,,,,
61645,2022,37.63344,-109.9775,18.78,6.79,5.02,,,,
61646,2022,37.63344,-109.9775,18.78,6.79,5.02,,,,
61647,2022,37.63344,-109.9775,18.78,6.79,5.02,,,,
61648,2022,37.63344,-109.9775,2.91,12.03,,,,,
61649,2022,37.63344,-109.9775,5.89,3.63,12.87,,,,
61650,2022,37.63344,-109.9775,8.92,15.01,,,,,
61651,2022,37.63344,-109.9775,8.82,8.7,22.88,,,,
61652,2022,37.63344,-109.9775,3.95,4.22,,,,,
61653,2022,37.63344,-109.9775,2.98,4.58,16.96,,,,
61654,2022,37.63344,-109.9775,12.54,10.03,3.52,,,,
61655,2022,37.63344,-109.9775,12.54,10.03,3.52,,,,
61656,2022,37.63344,-109.9775,12.54,10.03,8.57,,,,
61657,2022,37.63344,-109.9775,12.54,10.03,8.57,,,,
61658,2022,37.63344,-109.9775,7.56,10.71,8.27,,,,
61659,2022,37.63344,-109.9775,7.56,10.71,8.27,,,,
61660,2022,37.63344,-109.9775,7.56,10.71,13.81,,,,
61661,2022,37.63344,-109.9775,7.56,10.71,13.81,,,,
61662,2022,37.63344,-109.9775,5.46,5.11,5.46,,,,
61663,2022,37.63344,-109.9775,5.46,5.11,5.46,,,,
61664,2022,37.63344,-109.9775,5.46,5.11,9.22,,,,
61665,2022,37.63344,-109.9775,5.46,5.11,9.22,,,,
61666,2022,37.63344,-109.9775,2.12,4.19,,,,,
61667,2022,37.63344,-109.9775,6.11,5.65,,,,,
61668,2022,37.63344,-109.9775,10.49,12.56,8.87,,,,
61669,2022,37.63344,-109.9775,10.49,12.56,8.87,,,,
61670,2022,37.63344,-109.9775,10.49,12.56,12.56,,,,
61671,2022,37.63344,-109.9775,10.49,12.56,12.56,,,,
61672,2022,37.63344,-109.9775,8.56,9.49,,,,,
61673,2022,37.63344,-109.9775,7.75,4.55,,,,,
61674,2023,37.63344,-109.9775,3.49,5.71,5.71,,,,
61675,2023,37.63344,-109.9775,12.16,7.21,6.63,,,,
61676,2023,37.63344,-109.9775,12.16,7.21,6.63,,,,
61677,2023,37.63344,-109.9775,12.16,7.21,3.93,,,,
61678,2023,37.63344,-109.9775,12.16,7.21,3.93,,,,
61679,2023,37.63344,-109.9775,3.93,3.34,3.34,,,,
61680,2023,37.63344,-109.9775,3.93,3.34,3.34,,,,
61681,2023,37.63344,-109.9775,3.93,3.34,3.93,,,,
61682,2023,37.63344,-109.9775,3.93,3.34,3.93,,,,
61683,2023,37.63344,-109.9775,15.27,19.22,3.74,,,,
61684,2023,37.63344,-109.9775,9.93,0.71,,,,,
61685,2023,37.63344,-109.9775,5.4,6.67,5.4,,,,
61686,2023,37.63344,-109.9775,5.4,6.67,5.4,,,,
61687,2023,37.63344,-109.9775,5.4,6.67,4.4,,,,
61688,2023,37.63344,-109.9775,5.4,6.67,4.4,,,,
61689,2023,37.63344,-109.9775,3.04,5.26,5.26,,,,
61690,2023,37.63344,-109.9775,5.72,9.33,9.33,,,,
61691,2023,37.63344,-109.9775,5.72,9.33,9.33,,,,
61692,2023,37.63344,-109.9775,5.72,9.33,15.06,,,,
61693,2023,37.63344,-109.9775,5.72,9.33,15.06,,,,
61694,2023,37.63344,-109.9775,13.0,5.77,,,,,
61695,2023,37.63344,-109.9775,4.01,17.77,6.29,,,,
61696,2023,37.63344,-109.9775,4.01,17.77,6.29,,,,
61697,2023,37.63344,-109.9775,4.01,17.77,16.25,,,,
61698,2023,37.63344,-109.9775,4.01,17.77,16.25,,,,
61699,2023,37.63344,-109.9775,2.78,8.35,13.88,,,,
61700,2023,37.63344,-109.9775,2.78,8.35,13.88,,,,
61701,2023,37.63344,-109.9775,2.78,8.35,23.05,,,,
61702,2023,37.63344,-109.9775,2.78,8.35,23.05,,,,
61703,2023,37.63344,-109.9775,6.95,12.67,11.55,,,,
61704,2023,37.63344,-109.9775,6.95,12.67,11.55,,,,
61705,2023,37.63344,-109.9775,6.95,12.67,7.99,,,,
61706,2023,37.63344,-109.9775,6.95,12.67,7.99,,,,
61707,2023,37.63344,-109.9775,7.21,6.53,,,,,
61708,2023,37.63344,-109.9775,4.87,8.26,4.87,,,,
61709,2023,37.63344,-109.9775,12.81,10.64,10.64,,,,
61710,2023,37.63344,-109.9775,7.02,2.06,17.48,,,,
61711,2023,37.63344,-109.9775,7.02,2.06,17.48,,,,
61712,2023,37.63344,-109.9775,7.02,2.06,6.31,,,,
61713,2023,37.63344,-109.9775,7.02,2.06,6.31,,,,
61714,2023,37.63344,-109.9775,10.76,11.5,,,,,
61715,2023,37.63344,-109.9775,8.58,13.56,4.05,,,,
61716,2023,37.63344,-109.9775,8.58,13.56,4.05,,,,
61717,2023,37.63344,-109.9775,8.58,13.56,4.05,,,,
61718,2023,37.63344,-109.9775,8.58,13.56,8.58,,,,
61719,2023,37.63344,-109.9775,8.58,13.56,8.58,,,,
61720,2023,37.63344,-109.9775,8.58,13.56,8.58,,,,
61721,2023,37.63344,-109.9775,8.58,13.56,13.56,,,,
61722,2023,37.63344,-109.9775,8.58,13.56,13.56,,,,
61723,2023,37.63344,-109.9775,8.58,13.56,13.56,,,,
61724,2023,37.63344,-109.9775,7.55,6.02,7.46,,,,
61725,2023,37.63344,-109.9775,6.88,6.02,6.88,,,,
61726,2023,37.63344,-109.9775,4.9,14.6,12.89,,,,
61727,2023,37.63344,-109.9775,7.71,12.7,,,,,
61728,2023,37.63344,-109.9775,10.31,10.34,,,,,
61729,2023,37.63344,-109.9775,8.56,9.79,8.56,,,,
61730,2023,37.63344,-109.9775,8.56,9.79,8.56,,,,
61731,2023,37.63344,-109.9775,8.56,9.79,9.2,,,,
61732,2023,37.63344,-109.9775,8.56,9.79,9.2,,,,
61733,2023,37.63344,-109.9775,5.66,5.69,14.15,,,,
61734,2023,37.63344,-109.9775,5.66,5.69,14.15,,,,
61735,2023,37.63344,-109.9775,5.66,5.69,6.07,,,,
61736,2023,37.63344,-109.9775,5.66,5.69,6.07,,,,
61737,2023,37.63344,-109.9775,16.24,12.07,,,,,
61738,2023,37.63344,-109.9775,4.46,17.41,4.49,,,,
61739,2023,37.63344,-109.9775,4.46,17.41,4.49,,,,
61740,2023,37.63344,-109.9775,4.46,17.41,9.52,,,,
61741,2023,37.63344,-109.9775,4.46,17.41,9.52,,,,
61742,2023,37.63344,-109.9775,9.41,12.62,9.41,,,,
61743,2023,37.63344,-109.9775,9.41,12.62,9.41,,,,
61744,2023,37.63344,-109.9775,9.41,12.62,9.41,,,,
61745,2023,37.63344,-109.9775,9.41,12.62,12.62,,,,
61746,2023,37.63344,-109.9775,9.41,12.62,12.62,,,,
61747,2023,37.63344,-109.9775,9.41,12.62,12.62,,,,
61748,2023,37.63344,-109.9775,9.41,12.62,4.07,,,,
61749,2023,37.63344,-109.9775,9.41,12.62,4.07,,,,
61750,2023,37.63344,-109.9775,9.41,12.62,4.07,,,,
61751,2023,37.63344,-109.9775,13.9,18.22,13.9,,,,
61752,2023,37.63344,-109.9775,13.9,18.22,13.9,,,,
61753,2023,37.63344,-109.9775,13.9,18.22,18.22,,,,
61754,2023,37.63344,-109.9775,13.9,18.22,18.22,,,,
61755,2023,37.63344,-109.9775,9.15,5.97,,,,,
61756,2023,37.63344,-109.9775,12.73,13.77,13.77,,,,
61757,2023,37.63344,-109.9775,12.73,13.77,13.77,,,,
61758,2023,37.63344,-109.9775,12.73,13.77,12.73,,,,
61759,2023,37.63344,-109.9775,12.73,13.77,12.73,,,,
61760,2023,37.63344,-109.9775,12.45,13.71,13.71,,,,
61761,2023,37.63344,-109.9775,12.45,13.71,13.71,,,,
61762,2023,37.63344,-109.9775,12.45,13.71,12.45,,,,
61763,2023,37.63344,-109.9775,12.45,13.71,12.45,,,,
61764,2023,37.63344,-109.9775,11.02,1.3,,,,,
61765,2023,37.63344,-109.9775,8.96,21.02,21.02,,,,
61766,2023,37.63344,-109.9775,4.84,12.36,,,,,
61767,2023,37.63344,-109.9775,17.83,7.55,9.43,,,,
61768,2023,37.63344,-109.9775,17.83,7.55,9.43,,,,
61769,2023,37.63344,-109.9775,17.83,7.55,8.19,,,,
61770,2023,37.63344,-109.9775,17.83,7.55,8.19,,,,
61771,2023,37.63344,-109.9775,7.31,3.86,9.32,,,,
61772,2023,37.63344,-109.9775,7.31,3.86,9.32,,,,
61773,2023,37.63344,-109.9775,7.31,3.86,7.51,,,,
61774,2023,37.63344,-109.9775,7.31,3.86,7.51,,,,
61775,2023,37.63344,-109.9775,9.12,16.35,9.12,,,,
61776,2023,37.63344,-109.9775,3.88,6.42,7.82,,,,
61777,2023,37.63344,-109.9775,3.88,6.42,7.82,,,,
61778,2023,37.63344,-109.9775,3.88,6.42,7.82,,,,
61779,2023,37.63344,-109.9775,3.88,6.42,6.42,,,,
61780,2023,37.63344,-109.9775,3.88,6.42,6.42,,,,
61781,2023,37.63344,-109.9775,3.88,6.42,6.42,,,,
61782,2023,37.63344,-109.9775,3.88,6.42,3.88,,,,
61783,2023,37.63344,-109.9775,3.88,6.42,3.88,,,,
61784,2023,37.63344,-109.9775,3.88,6.42,3.88,,,,
61785,2023,37.63344,-109.9775,7.46,4.73,6.22,,,,
61786,2024,37.63344,-109.9775,8.54,11.11,8.54,,,,
61787,2024,37.63344,-109.9775,8.54,11.11,8.54,,,,
61788,2024,37.63344,-109.9775,8.54,11.11,8.54,,,,
61789,2024,37.63344,-109.9775,8.54,11.11,12.31,,,,
61790,2024,37.63344,-109.9775,8.54,11.11,12.31,,,,
61791,2024,37.63344,-109.9775,8.54,11.11,12.31,,,,
61792,2024,37.63344,-109.9775,8.54,11.11,11.11,,,,
61793,2024,37.63344,-109.9775,8.54,11.11,11.11,,,,
61794,2024,37.63344,-109.9775,8.54,11.11,11.11,,,,
61795,2024,37.63344,-109.9775,5.3,8.42,,,,,
61796,2024,37.63344,-109.9775,5.56,10.35,,,,,
61797,2024,37.63344,-109.9775,16.26,5.19,,,,,
61798,2024,37.63344,-109.9775,2.0,3.89,2.01,,,,
61799,2024,37.63344,-109.9775,2.0,3.89,2.01,,,,
61800,2024,37.63344,-109.9775,2.0,3.89,2.01,,,,
61801,2024,37.63344,-109.9775,2.0,3.89,3.61,,,,
61802,2024,37.63344,-109.9775,2.0,3.89,3.61,,,,
61803,2024,37.63344,-109.9775,2.0,3.89,3.61,,,,
61804,2024,37.63344,-109.9775,2.0,3.89,2.0,,,,
61805,2024,37.63344,-109.9775,2.0,3.89,2.0,,,,
61806,2024,37.63344,-109.9775,2.0,3.89,2.0,,,,
61807,2024,37.63344,-109.9775,14.76,3.16,10.49,,,,
61808,2024,37.63344,-109.9775,14.95,7.76,14.95,,,,
61809,2024,37.63344,-109.9775,13.15,4.27,,,,,
61810,2024,37.63344,-109.9775,18.56,16.74,8.38,,,,
61811,2024,37.63344,-109.9775,18.56,16.74,8.38,,,,
61812,2024,37.63344,-109.9775,18.56,16.74,7.42,,,,
61813,2024,37.63344,-109.9775,18.56,16.74,7.42,,,,
61814,2024,37.63344,-109.9775,5.99,1.81,,,,,
61815,2024,37.63344,-109.9775,10.31,8.82,,,,,
61816,2024,37.63344,-109.9775,9.4,24.07,,,,,
61817,2024,37.63344,-109.9775,11.14,10.81,10.81,,,,
61818,2024,37.63344,-109.9775,11.14,10.81,10.81,,,,
61819,2024,37.63344,-109.9775,11.14,10.81,5.36,,,,
61820,2024,37.63344,-109.9775,11.14,10.81,5.36,,,,
61821,2024,37.63344,-109.9775,3.25,8.42,10.54,,,,
61822,2024,37.63344,-109.9775,3.58,20.15,,,,,
61823,2024,37.63344,-109.9775,2.95,11.2,2.95,,,,
61824,2024,37.63344,-109.9775,8.63,6.95,8.63,,,,
61825,2024,37.63344,-109.9775,5.25,4.32,,,,,
61826,2024,37.63344,-109.9775,8.35,7.96,8.35,,,,
61827,2024,37.63344,-109.9775,8.35,7.96,8.35,,,,
61828,2024,37.63344,-109.9775,8.35,7.96,12.12,,,,
61829,2024,37.63344,-109.9775,8.35,7.96,12.12,,,,
61830,2024,37.63344,-109.9775,4.29,5.7,,,,,
61831,2024,37.63344,-109.9775,11.47,10.59,,,,,
61832,2024,37.63344,-109.9775,7.09,5.03,15.58,,,,
61833,2024,37.63344,-109.9775,6.7,10.3,,,,,
61834,2024,37.63344,-109.9775,6.19,3.66,2.96,,,,
61835,2024,37.63344,-109.9775,3.52,3.05,,,,,
61836,2024,37.63344,-109.9775,3.67,7.05,3.67,,,,
61837,2024,37.63344,-109.9775,2.69,2.83,2.69,,,,
61838,2024,37.63344,-109.9775,2.69,2.83,2.69,,,,
61839,2024,37.63344,-109.9775,2.69,2.83,2.83,,,,
61840,2024,37.63344,-109.9775,2.69,2.83,2.83,,,,
61841,2024,37.63344,-109.9775,6.67,5.8,,,,,
61842,2024,37.63344,-109.9775,6.79,5.58,12.64,,,,
61843,2024,37.63344,-109.9775,15.43,10.64,10.64,,,,
61844,2024,37.63344,-109.9775,9.2,8.13,12.88,,,,
61845,2024,37.63344,-109.9775,2.43,3.36,,,,,
61846,2024,37.63344,-109.9775,8.43,1.68,1.68,,,,
61847,2024,37.63344,-109.9775,6.57,2.13,6.57,,,,
61848,2024,37.63344,-109.9775,7.02,5.81,14.77,,,,
61849,2024,37.63344,-109.9775,7.02,5.81,14.77,,,,
61850,2024,37.63344,-109.9775,7.02,5.81,5.81,,,,
61851,2024,37.63344,-109.9775,7.02,5.81,5.81,,,,
61852,2024,37.63344,-109.9775,6.95,9.4,,,,,
61853,2024,37.63344,-109.9775,8.45,4.38,,,,,
61854,2024,37.63344,-109.9775,17.6,10.47,,,,,
61855,2024,37.63344,-109.9775,2.19,9.39,,,,,
61856,2024,37.63344,-109.9775,4.93,5.04,,,,,
61857,2021,37.62789,-109.9762,7.17,8.74,,,,,
61858,2021,37.62789,-109.9762,7.83,3.96,,,,,
61859,2021,37.62789,-109.9762,6.85,6.82,,,,,
61860,2021,37.62789,-109.9762,12.83,6.41,6.41,,,,
61861,2021,37.62789,-109.9762,9.02,1.65,,,,,
61862,2021,37.62789,-109.9762,11.5,5.27,,,,,
61863,2021,37.62789,-109.9762,9.11,4.39,9.11,,,,
61864,2021,37.62789,-109.9762,9.11,4.39,9.11,,,,
61865,2021,37.62789,-109.9762,9.11,4.39,6.98,,,,
61866,2021,37.62789,-109.9762,9.11,4.39,6.98,,,,
61867,2021,37.62789,-109.9762,8.26,13.55,8.26,,,,
61868,2021,37.62789,-109.9762,8.02,12.75,3.85,,,,
61869,2021,37.62789,-109.9762,8.02,12.75,3.85,,,,
61870,2021,37.62789,-109.9762,8.02,12.75,12.34,,,,
61871,2021,37.62789,-109.9762,8.02,12.75,12.34,,,,
61872,2021,37.62789,-109.9762,14.01,7.46,7.46,,,,
61873,2021,37.62789,-109.9762,14.01,7.46,7.46,,,,
61874,2021,37.62789,-109.9762,14.01,7.46,22.41,,,,
61875,2021,37.62789,-109.9762,14.01,7.46,22.41,,,,
61876,2021,37.62789,-109.9762,4.98,5.15,14.49,,,,
61877,2021,37.62789,-109.9762,4.98,5.15,14.49,,,,
61878,2021,37.62789,-109.9762,4.98,5.15,2.77,,,,
61879,2021,37.62789,-109.9762,4.98,5.15,2.77,,,,
61880,2021,37.62789,-109.9762,2.31,5.84,5.26,,,,
61881,2021,37.62789,-109.9762,1.25,4.94,1.25,,,,
61882,2021,37.62789,-109.9762,1.25,4.94,1.25,,,,
61883,2021,37.62789,-109.9762,1.25,4.94,9.72,,,,
61884,2021,37.62789,-109.9762,1.25,4.94,9.72,,,,
61885,2021,37.62789,-109.9762,5.41,12.34,6.17,,,,
61886,2021,37.62789,-109.9762,5.15,9.78,2.91,,,,
61887,2021,37.62789,-109.9762,10.05,9.49,9.49,,,,
61888,2021,37.62789,-109.9762,8.8,17.45,,,,,
61889,2021,37.62789,-109.9762,9.71,0.71,9.71,,,,
61890,2021,37.62789,-109.9762,5.16,12.32,,,,,
61891,2021,37.62789,-109.9762,10.67,12.6,,,,,
61892,2021,37.62789,-109.9762,9.63,5.33,,,,,
61893,2021,37.62789,-109.9762,13.38,2.02,6.68,,,,
61894,2021,37.62789,-109.9762,13.38,2.02,6.68,,,,
61895,2021,37.62789,-109.9762,13.38,2.02,8.98,,,,
61896,2021,37.62789,-109.9762,13.38,2.02,8.98,,,,
61897,2021,37.62789,-109.9762,12.63,14.17,9.68,,,,
61898,2021,37.62789,-109.9762,12.01,8.33,8.33,,,,
61899,2021,37.62789,-109.9762,7.79,4.47,3.9,,,,
61900,2021,37.62789,-109.9762,7.79,4.47,3.9,,,,
61901,2021,37.62789,-109.9762,7.79,4.47,6.26,,,,
61902,2021,37.62789,-109.9762,7.79,4.47,6.26,,,,
61903,2021,37.62789,-109.9762,15.48,5.37,,,,,
61904,2021,37.62789,-109.9762,19.01,9.41,,,,,
61905,2021,37.62789,-109.9762,14.16,5.11,5.43,,,,
61906,2021,37.62789,-109.9762,13.35,15.35,13.35,,,,
61907,2021,37.62789,-109.9762,13.35,15.35,13.35,,,,
61908,2021,37.62789,-109.9762,13.35,15.35,15.35,,,,
61909,2021,37.62789,-109.9762,13.35,15.35,15.35,,,,
61910,2021,37.62789,-109.9762,4.2,14.41,14.41,,,,
61911,2021,37.62789,-109.9762,19.15,12.45,,,,,
61912,2021,37.62789,-109.9762,2.06,6.06,2.06,,,,
61913,2021,37.62789,-109.9762,2.06,6.06,2.06,,,,
61914,2021,37.62789,-109.9762,2.06,6.06,6.06,,,,
61915,2021,37.62789,-109.9762,2.06,6.06,6.06,,,,
61916,2021,37.62789,-109.9762,12.85,3.98,6.68,,,,
61917,2021,37.62789,-109.9762,8.98,16.28,12.02,,,,
61918,2021,37.62789,-109.9762,11.42,13.38,13.38,,,,
61919,2021,37.62789,-109.9762,11.42,13.38,13.38,,,,
61920,2021,37.62789,-109.9762,11.42,13.38,11.42,,,,
61921,2021,37.62789,-109.9762,11.42,13.38,11.42,,,,
61922,2021,37.62789,-109.9762,11.12,6.66,5.31,,,,
61923,2021,37.62789,-109.9762,3.97,15.18,6.93,,,,
61924,2021,37.62789,-109.9762,4.51,8.68,4.49,,,,
61925,2021,37.62789,-109.9762,3.97,8.51,,,,,
61926,2021,37.62789,-109.9762,14.99,2.59,14.35,,,,
61927,2022,37.62789,-109.9762,2.25,5.5,2.25,,,,
61928,2022,37.62789,-109.9762,2.25,5.5,2.25,,,,
61929,2022,37.62789,-109.9762,2.25,5.5,2.25,,,,
61930,2022,37.62789,-109.9762,2.25,5.5,4.93,,,,
61931,2022,37.62789,-109.9762,2.25,5.5,4.93,,,,
61932,2022,37.62789,-109.9762,2.25,5.5,4.93,,,,
61933,2022,37.62789,-109.9762,2.25,5.5,10.65,,,,
61934,2022,37.62789,-109.9762,2.25,5.5,10.65,,,,
61935,2022,37.62789,-109.9762,2.25,5.5,10.65,,,,
61936,2022,37.62789,-109.9762,21.0,6.36,14.61,,,,
61937,2022,37.62789,-109.9762,7.79,9.22,10.81,,,,
61938,2022,37.62789,-109.9762,7.79,9.22,10.81,,,,
61939,2022,37.62789,-109.9762,7.79,9.22,10.81,,,,
61940,2022,37.62789,-109.9762,7.79,9.22,10.81,,,,
61941,2022,37.62789,-109.9762,7.79,9.22,9.22,,,,
61942,2022,37.62789,-109.9762,7.79,9.22,9.22,,,,
61943,2022,37.62789,-109.9762,7.79,9.22,9.22,,,,
61944,2022,37.62789,-109.9762,7.79,9.22,9.22,,,,
61945,2022,37.62789,-109.9762,7.79,9.22,9.9,,,,
61946,2022,37.62789,-109.9762,7.79,9.22,9.9,,,,
61947,2022,37.62789,-109.9762,7.79,9.22,9.9,,,,
61948,2022,37.62789,-109.9762,7.79,9.22,9.9,,,,
61949,2022,37.62789,-109.9762,7.79,9.22,7.79,,,,
61950,2022,37.62789,-109.9762,7.79,9.22,7.79,,,,
61951,2022,37.62789,-109.9762,7.79,9.22,7.79,,,,
61952,2022,37.62789,-109.9762,7.79,9.22,7.79,,,,
61953,2022,37.62789,-109.9762,13.28,5.27,15.51,,,,
61954,2022,37.62789,-109.9762,5.32,10.83,10.83,,,,
61955,2022,37.62789,-109.9762,3.58,7.84,9.69,,,,
61956,2022,37.62789,-109.9762,3.58,7.84,9.69,,,,
61957,2022,37.62789,-109.9762,3.58,7.84,5.86,,,,
61958,2022,37.62789,-109.9762,3.58,7.84,5.86,,,,
61959,2022,37.62789,-109.9762,9.31,17.38,4.01,,,,
61960,2022,37.62789,-109.9762,9.31,17.38,4.01,,,,
61961,2022,37.62789,-109.9762,9.31,17.38,17.38,,,,
61962,2022,37.62789,-109.9762,9.31,17.38,17.38,,,,
61963,2022,37.62789,-109.9762,6.49,4.35,4.35,,,,
61964,2022,37.62789,-109.9762,5.72,12.19,5.72,,,,
61965,2022,37.62789,-109.9762,6.76,9.16,6.76,,,,
61966,2022,37.62789,-109.9762,3.98,4.07,,,,,
61967,2022,37.62789,-109.9762,9.73,6.02,23.04,,,,
61968,2022,37.62789,-109.9762,3.73,14.12,16.48,,,,
61969,2022,37.62789,-109.9762,5.73,2.43,2.43,,,,
61970,2022,37.62789,-109.9762,3.15,9.11,3.15,,,,
61971,2022,37.62789,-109.9762,3.74,3.32,7.06,,,,
61972,2022,37.62789,-109.9762,8.27,13.76,9.65,,,,
61973,2022,37.62789,-109.9762,8.27,13.76,9.65,,,,
61974,2022,37.62789,-109.9762,8.27,13.76,9.65,,,,
61975,2022,37.62789,-109.9762,8.27,13.76,9.65,,,,
61976,2022,37.62789,-109.9762,8.27,13.76,8.27,,,,
61977,2022,37.62789,-109.9762,8.27,13.76,8.27,,,,
61978,2022,37.62789,-109.9762,8.27,13.76,8.27,,,,
61979,2022,37.62789,-109.9762,8.27,13.76,8.27,,,,
61980,2022,37.62789,-109.9762,8.27,13.76,11.58,,,,
61981,2022,37.62789,-109.9762,8.27,13.76,11.58,,,,
61982,2022,37.62789,-109.9762,8.27,13.76,11.58,,,,
61983,2022,37.62789,-109.9762,8.27,13.76,11.58,,,,
61984,2022,37.62789,-109.9762,8.27,13.76,13.76,,,,
61985,2022,37.62789,-109.9762,8.27,13.76,13.76,,,,
61986,2022,37.62789,-109.9762,8.27,13.76,13.76,,,,
61987,2022,37.62789,-109.9762,8.27,13.76,13.76,,,,
61988,2022,37.62789,-109.9762,4.27,6.72,10.57,,,,
61989,2022,37.62789,-109.9762,4.27,6.72,10.57,,,,
61990,2022,37.62789,-109.9762,4.27,6.72,2.78,,,,
61991,2022,37.62789,-109.9762,4.27,6.72,2.78,,,,
61992,2022,37.62789,-109.9762,8.31,7.03,9.19,,,,
61993,2022,37.62789,-109.9762,8.31,7.03,9.19,,,,
61994,2022,37.62789,-109.9762,8.31,7.03,7.03,,,,
61995,2022,37.62789,-109.9762,8.31,7.03,7.03,,,,
61996,2022,37.62789,-109.9762,7.13,4.79,6.48,,,,
61997,2022,37.62789,-109.9762,13.01,5.77,,,,,
61998,2022,37.62789,-109.9762,9.27,12.84,,,,,
61999,2022,37.62789,-109.9762,7.49,8.83,5.39,,,,
62000,2022,37.62789,-109.9762,2.45,8.05,7.54,,,,
62001,2022,37.62789,-109.9762,5.91,2.69,2.69,,,,
62002,2022,37.62789,-109.9762,5.91,2.69,2.69,,,,
62003,2022,37.62789,-109.9762,5.91,2.69,5.91,,,,
62004,2022,37.62789,-109.9762,5.91,2.69,5.91,,,,
62005,2022,37.62789,-109.9762,18.78,6.79,3.62,,,,
62006,2022,37.62789,-109.9762,18.78,6.79,3.62,,,,
62007,2022,37.62789,-109.9762,18.78,6.79,6.79,,,,
62008,2022,37.62789,-109.9762,18.78,6.79,6.79,,,,
62009,2022,37.62789,-109.9762,2.91,12.03,12.03,,,,
62010,2022,37.62789,-109.9762,2.91,12.03,12.03,,,,
62011,2022,37.62789,-109.9762,2.91,12.03,12.03,,,,
62012,2022,37.62789,-109.9762,2.91,12.03,3.86,,,,
62013,2022,37.62789,-109.9762,2.91,12.03,3.86,,,,
62014,2022,37.62789,-109.9762,2.91,12.03,3.86,,,,
62015,2022,37.62789,-109.9762,2.91,12.03,0.69,,,,
62016,2022,37.62789,-109.9762,2.91,12.03,0.69,,,,
62017,2022,37.62789,-109.9762,2.91,12.03,0.69,,,,
62018,2022,37.62789,-109.9762,5.89,3.63,3.63,,,,
62019,2022,37.62789,-109.9762,5.89,3.63,3.63,,,,
62020,2022,37.62789,-109.9762,5.89,3.63,5.89,,,,
62021,2022,37.62789,-109.9762,5.89,3.63,5.89,,,,
62022,2022,37.62789,-109.9762,8.92,15.01,9.54,,,,
62023,2022,37.62789,-109.9762,8.82,8.7,8.82,,,,
62024,2022,37.62789,-109.9762,8.82,8.7,8.82,,,,
62025,2022,37.62789,-109.9762,8.82,8.7,15.14,,,,
62026,2022,37.62789,-109.9762,8.82,8.7,15.14,,,,
62027,2022,37.62789,-109.9762,3.95,4.22,4.6,,,,
62028,2022,37.62789,-109.9762,3.95,4.22,4.6,,,,
62029,2022,37.62789,-109.9762,3.95,4.22,3.46,,,,
62030,2022,37.62789,-109.9762,3.95,4.22,3.46,,,,
62031,2022,37.62789,-109.9762,2.98,4.58,,,,,
62032,2022,37.62789,-109.9762,12.54,10.03,,,,,
62033,2022,37.62789,-109.9762,7.56,10.71,7.56,,,,
62034,2022,37.62789,-109.9762,7.56,10.71,7.56,,,,
62035,2022,37.62789,-109.9762,7.56,10.71,10.71,,,,
62036,2022,37.62789,-109.9762,7.56,10.71,10.71,,,,
62037,2022,37.62789,-109.9762,5.46,5.11,,,,,
62038,2022,37.62789,-109.9762,2.12,4.19,4.19,,,,
62039,2022,37.62789,-109.9762,6.11,5.65,,,,,
62040,2022,37.62789,-109.9762,10.49,12.56,8.87,,,,
62041,2022,37.62789,-109.9762,8.56,9.49,8.7,,,,
62042,2022,37.62789,-109.9762,8.56,9.49,8.7,,,,
62043,2022,37.62789,-109.9762,8.56,9.49,8.58,,,,
62044,2022,37.62789,-109.9762,8.56,9.49,8.58,,,,
62045,2022,37.62789,-109.9762,7.75,4.55,4.55,,,,
62046,2022,37.62789,-109.9762,7.75,4.55,4.55,,,,
62047,2022,37.62789,-109.9762,7.75,4.55,7.75,,,,
62048,2022,37.62789,-109.9762,7.75,4.55,7.75,,,,
62049,2023,37.62789,-109.9762,3.49,5.71,,,,,
62050,2023,37.62789,-109.9762,12.16,7.21,,,,,
62051,2023,37.62789,-109.9762,3.93,3.34,,,,,
